WellReport,TypeOfWork,ProposedUs,OwnerName2,County2,WellAddres,CoordDDLat,CoordDDLon,GridNumber,DrillingSt,DrillingEn,Year,BoreholeDe,DrillerSig,DrillerCom,LicenseNum,PluggingRe
301949,New Well,Industrial,j-l ranch,Irion,"16 miles n barnhart, barnhart, 76930",31.343889,-101.150001,44-47-3,10/4/2012,10/4/2012,2012,400,Courtney Woehl,woehl drilling no2,4900,
301948,New Well,Industrial,j-l ranch,Irion,"16 miles n barnhart, barnhart, 76930",31.343889,-101.150001,44-47-3,10/4/2012,10/4/2012,2012,400,Courtney Woehl,woehl drilling no2,4900,
301947,New Well,Industrial,j-l ranch,Irion,"16 miles n barnhart, barnhart, 76930",31.343889,-101.150001,44-47-3,10/4/2012,10/4/2012,2012,400,Courtney Woehl,woehl drilling no2,4900,
301943,New Well,Industrial,j-l ranch,Irion,"16 miles n barnhart, barnhart, 76930",31.353889,-101.153889,44-47-3,9/19/2012,9/19/2012,2012,440,Courtney Woehl,woehl drilling no2,4900,
301942,New Well,Industrial,rocker b ranch,Irion,"14 miles n barnhart, barnhart, 76930",31.357223,-101.263889,44-46-3,9/18/2012,9/18/2012,2012,420,Courtney Woehl,woehl drilling no2,4900,
297978,New Well,Industrial,eog resourses,Irion,"3 miles north east barnhart, barnhart, 76930",31.164723,-101.160001,44-55-9,9/7/2012,9/7/2012,2012,620,Courtney Woehl,woehl drilling no2,4900,
297972,New Well,Industrial,eog resourses,Irion,"11 miles east barnhart, barnhart, 76930",31.121389,-101.026111,44-64-3,9/4/2012,9/4/2012,2012,600,Courtney Woehl,woehl drilling no2,4900,
297969,New Well,Industrial,eog resourses,Irion,"10 miles east barnhart, barnhart, 76930",31.120833,-101.032778,44-64-3,8/30/2012,8/30/2012,2012,620,Courtney Woehl,woehl drilling no2,4900,
297968,New Well,Industrial,eog resourses,Irion,"8 miles east barnhart, barnhart, 76930",31.111112,-101.095834,44-64-1,8/20/2012,8/20/2012,2012,620,Courtney Woehl,woehl drilling no2,4900,
297965,New Well,Industrial,eog resourses,Irion,"8 miles east barnhart, barnhart, 76930",31.106389,-101.101112,44-64-1,8/15/2012,8/15/2012,2012,620,Courtney Woehl,woehl drilling no2,4900,
297963,New Well,Industrial,eog resourses,Irion,"2 miles north barnhart, barnhart, 76930",31.153889,-101.176111,44-55-8,8/10/2012,8/10/2012,2012,680,Courtney Woehl,woehl drilling no 2,4900,
297961,New Well,Industrial,eog resourses,Irion,"1.5 miles north barnhart, barnhart, 76930",31.154723,-101.171389,44-55-8,8/6/2012,8/6/2012,2012,620,Courtney Woehl,woehl drilling no 2,4900,
297957,New Well,Industrial,eog resourses,Irion,"1 mile north barnhart, barnhart, 76930",31.144445,-101.171111,44-55-8,8/1/2011,8/1/2012,2012,640,Courtney Woehl,woehl drilling no 2,4900,
297956,New Well,Industrial,eog resourses,Irion,"1 mile north barnhart, barnhart, 76930",31.144445,-101.171111,44-55-8,8/1/2011,8/1/2012,2012,640,Courtney Woehl,woehl drilling no 2,4900,
296279,New Well,Industrial,William Scott,Irion,"12 miles N of Barnhart, Barnhart, 76930",31.288056,-101.158334,44-47-9,8/20/2012,8/21/2012,2012,470,Bennett J Woehl,Woehl Drilling & Service,54940,
296277,Replacement,Industrial,William Scott,Irion,"12 miles N of Barnhart, Barnhart, 76930",31.2925,-101.159167,44-47-6,8/15/2012,8/18/2012,2012,450,Bennett J Woehl,Woehl Drilling & Service,54940,
293799,New Well,Industrial,rocker b ranch,Irion,"anteleope draw 31, barnhart, 76930",31.380278,-101.186389,44-39-8,7/17/2012,7/17/2012,2012,400,Courtney Woehl,woehl drilling no 2,4900,
293798,New Well,Industrial,rocker b ranch,Irion,"rocker b 121 secondary, barnhart, 76930",31.285556,-101.225555,44-47-7,7/11/2012,7/11/2012,2012,400,Courtney Woehl,woehl drilling no 2,4900,
293797,New Well,Industrial,rocker b ranch,Irion,"rocker b 121 primary, barnhart, 76930",31.300834,-101.2275,44-47-4,7/10/2012,7/10/2012,2012,400,Courtney Woehl,woehl drilling no 2,4900,
293796,New Well,Industrial,rocker b ranch,Irion,"rocker b 149 secondary, barnhart, 76930",31.278611,-101.264445,44-46-9,7/6/2012,7/6/2012,2012,405,Courtney Woehl,woehl drilling,4900,
293795,New Well,Industrial,rocker b ranch,Irion,"rocker b primary 149, barnhart, 76930",31.291389,-101.255001,44-46-9,7/5/2012,7/5/2012,2012,440,Courtney Woehl,woehl drilling no 2,4900,
293794,New Well,Industrial,rocker b ranch,Irion,"mallard draw 30-39, barnhart, 76930",31.406667,-101.199167,44-39-8,7/3/2012,7/3/2012,2012,420,Courtney Woehl,woehl drilling no 2,4900,
293793,New Well,Industrial,rocker b ranch,Irion,"20 miles north barnhart, barnhart, 76930",31.413612,-101.235,44-39-7,6/28/2012,6/28/2012,2012,440,Courtney Woehl,woehl drilling no 2,4900,
288712,New Well,Industrial,eog resourses,Irion,"8 miles east barnhart, barnhart, 76930",31.175555,-101.074167,44-56-5,6/3/2012,6/4/2012,2012,620,Courtney Woehl,woehl drilling no 2,4900,
288543,New Well,Industrial,eog resourses,Irion,"2 miles north barnhart, barnhart, 76930",31.152501,-101.158056,44-55-9,5/25/2012,5/26/2012,2012,620,Courtney Woehl,woehl drilling no 2,4900,
288540,New Well,Industrial,eog resourses,Irion,"9 miles east barnhart, barnhart, 76930",31.121111,-101.037778,44-64-3,5/22/2012,5/22/2012,2012,600,Courtney Woehl,woehl drilling no2,4900,
288538,New Well,Industrial,eog resourses,Irion,"9 miles east barnhart tx, barnhart, 76930",31.120555,-101.038611,44-64-3,5/21/2012,5/22/2012,2012,600,Courtney Woehl,woehl drilling no 2,4900,
288536,New Well,Industrial,eog resourses,Irion,"5 miles east barnhart, barnhart, 76930",31.093056,-101.101112,44-64-1,5/17/2012,5/18/2012,2012,620,Courtney Woehl,woehl drilling no2,4900,
288535,New Well,Industrial,eog resourses,Irion,"5 miles east barnhart, barnhart, 76930",31.094167,-101.100001,44-64-1,5/15/2012,5/16/2012,2012,620,Courtney Woehl,woehl drilling no 2,4900,
288533,New Well,Industrial,eog resourses,Irion,"1 mile north barnhart, barnhart, 76930",31.144167,-101.1775,44-55-8,5/5/2012,5/6/2012,2012,625,Courtney Woehl,woehl drilling no 2,4900,
288532,New Well,Industrial,eog resourses,Irion,"2miles north barnhart, barnhart, 76930",31.154445,-101.179444,44-55-8,5/1/2012,5/2/2012,2012,605,Courtney Woehl,woehl drilling no 2,4900,
288530,New Well,Industrial,eog resourses,Irion,"2 miles north barnhart, barnhart, 76930",31.153334,-101.184167,44-55-8,4/15/2012,4/16/2012,2012,620,Courtney Woehl,woehl drilling no2,4900,
288523,New Well,Industrial,eog resources,Irion,"2 miles north barnhart tx, barnhart, 76930",31.153889,-101.181389,44-55-8,4/12/2012,4/13/2012,2012,600,Courtney Woehl,woehl drilling no 2,4900,
282553,New Well,Industrial,scott management trust,Irion,"25 miles west mertzon, mertzon, 76941",31.285556,-101.160834,44-47-9,3/29/2012,3/29/2012,2012,440,Courtney Woehl,woehl drilling,4900,
282552,New Well,Industrial,scott management trust,Irion,"25 miles west mertzon, mertzon, 76941",31.289722,-101.159167,44-47-9,3/26/2012,3/26/2012,2012,440,Courtney Woehl,woehl drilling,4900,
282551,New Well,Industrial,scott management trust,Irion,"25 miles west mertzon hwy 2469, mertzon, 76941",31.292778,-101.158612,44-47-6,3/23/2012,3/23/2012,2012,500,Courtney Woehl,woehl drilling,4900,
282550,New Well,Industrial,rocker b ranch,Irion,"16 miles nw barnhart, barnhart, 76930",31.330278,-101.234167,44-47-4,3/23/2012,3/23/2012,2012,440,Courtney Woehl,woehl drilling,4900,
282547,New Well,Industrial,rocker b ranch,Irion,"15 nw barnhart, barnhart, 76930",31.236389,-101.260278,44-54-3,3/6/2012,3/6/2012,2012,540,Courtney Woehl,woehl drilling,4900,
282546,Deepening,Industrial,rocker b ranch,Irion,"13 miles n barnhart, barnhart, 76930",31.228333,-101.236945,44-55-1,3/1/2012,3/1/2012,2012,540,Courtney Woehl,woehl crilling,4900,
276674,New Well,Industrial,rocker b ranch,Irion,"22 miles north barnhart, barnhart, 76930",31.430833,-101.1875,44-39-5,1/4/2012,1/4/2012,2012,270,Courtney Woehl,woehl drilling no 2,4900,
276671,Deepening,Industrial,rocker b ranch,Irion,"15 miles north barnhart, barnhart, 76930",31.3675,-101.183334,44-47-2,1/2/2012,1/2/2012,2012,390,Courtney Woehl,woehl drilling no 2,4900,
274727,New Well,Industrial,three rivers operating,Irion,"15 miles north mertzon tx, mertzon, 76941",31.456389,-100.893611,43-33-6,12/21/2011,12/21/2011,2011,200,Courtney Woehl,woehl drilling no 2,4900,
274725,New Well,Industrial,three rivers operating,Irion,"15 miles north mertzon tx, mertzon, 76941",31.457778,-100.895,43-33-6,12/20/2011,12/20/2011,2011,420,Courtney Woehl,woehl drilling no 2,4900,
273133,New Well,Industrial,rocker b ranch,Irion,"14 miles nw barnhart tx, barnhart, 76930",31.209445,-101.248056,44-55-1,11/22/2011,11/22/2011,2011,560,Courtney Woehl,woehl drilling no 2,4900,
269433,New Well,Industrial,rocker b ranch,Irion,"17 miles nw barnhart, barnhart, 76930",31.352223,-101.254167,44-46-3,10/17/2011,10/17/2011,2011,425,Courtney Woehl,woehl drilling no 2,4900,
269388,New Well,Industrial,rocker b ranch,Irion,"15 miles nw barnhart, barnhart, 76930",31.367222,-101.183055,44-47-2,9/28/2011,9/28/2011,2011,390,Courtney Woehl,woehl drilling no 2,4900,
269372,New Well,Industrial,Rocker b ranch,Reagan,"12 miles northwest of barnhart, barnhart, 76930",31.211112,-101.274167,44-54-3,9/27/2011,9/27/2011,2011,510,Courtney Woehl,woehl drilling no 2,4900,
269371,New Well,Industrial,Rocker b ranch,Reagan,"12 miles northwest of barnhart, barnhart, 76930",31.211112,-101.274167,44-54-3,9/27/2011,9/27/2011,2011,510,Courtney Woehl,woehl drilling no 2,4900,
269369,New Well,Industrial,Rocker b ranch,Reagan,"12 miles northwest of barnhart, barnhart, 76930",31.211112,-101.274167,44-54-3,9/27/2011,9/27/2011,2011,510,Courtney Woehl,woehl drilling no 2,4900,
265709,New Well,Industrial,Frank Lindly,Irion,"6 mi. W of Mertzon on CR 380, Mertzon, 76941",31.233611,-100.852778,43-50-1,4/22/2006,4/22/2006,2006,200,Bennett J Woehl,Woehl Drilling,54940,
263718,New Well,Industrial,Thomas carter,Irion,"16 miles west mertzon, mertzon, 76941",31.355001,-101.005834,44-48-3,8/26/2011,8/26/2011,2011,250,Courtney Woehl,woehl drilling 2,4900,
263715,New Well,Industrial,Thomas carter,Irion,"14 miles west of mertzon, mrttzon, 76941",31.325833,-100.999445,43-41-4,8/25/2011,8/25/2011,2011,170,Courtney Woehl,woehl drilling 2,4900,
263714,New Well,Industrial,Thomas carter,Irion,"10 miles west of mertzon, mertzon, 76941",31.293889,-100.951667,43-41-5,8/24/2011,8/24/2011,2011,530,Courtney Woehl,woehl drilling no2,4900,
260950,New Well,Industrial,rocker b ranch,Irion,"15 miles nw barnhart, barnhart, 76930",31.22,-101.248889,44-55-1,7/26/2011,7/26/2011,2011,510,Courtney Woehl,woehl drilling no 2,4900,
260947,New Well,Industrial,rocker b ranch,Irion,"13 miles nw barnhart tx, barnhart, 76930",31.213889,-101.268055,44-54-3,7/23/2011,7/23/2011,2011,370,Courtney Woehl,woehl drilling no 2,4900,
260419,New Well,Industrial,rocker b ranch,Irion,"20 miles north barnhart, barnhart, 76930",31.451945,-101.267778,44-38-6,7/8/2011,7/8/2011,2011,260,Courtney Woehl,woehl drilling no 2,4900,
257932,New Well,Industrial,MIKE NEAL,Irion,"10 MILES NORTH WEST MERTZON, MERTZON, 76941",31.3675,-100.990834,43-41-1,6/27/2011,6/27/2011,2011,140,Courtney Woehl,WOEHL DRILLING 2,4900,
257931,New Well,Industrial,ROCKER B RANGH,Irion,"12 MILES NORTH BARNHART, BARNHART, 76930",31.368889,-101.200834,44-47-2,6/26/2011,6/26/2011,2011,340,Courtney Woehl,W0EHL DRILLING 2,4900,
254770,New Well,Industrial,ROCKER B RANCH,Irion,"28 MILES WEST OF MERTZON TX, BARNHART,",31.336389,-101.192778,44-47-2,5/16/2011,5/16/2011,2011,280,Courtney Woehl,WOEHL DRILLING #2,4900,
254768,New Well,Industrial,ROCKER B RANCH,Irion,"28 MILES WEST OF MERTZON TX, BARNHART,",31.405278,-101.246389,44-39-7,5/11/2011,5/11/2011,2011,420,Courtney Woehl,WOEHL DRILLING #2,4900,
254767,New Well,Industrial,ROCKER B RANCH,Irion,"28 MILES WEST OF MERTZON TX, BARNHART,",31.448611,-101.245834,44-39-4,1/13/2011,1/13/2011,2011,240,Courtney Woehl,WOEHL DRILLING #2,4900,
254766,New Well,Industrial,ROCKER B RANCH,Irion,"28 MILES WEST OF MERTZON TX, BARNHART,",31.437222,-101.226111,44-39-4,1/12/2011,1/12/2011,2011,260,Courtney Woehl,WOEHL DRILLING #2,4900,
254762,New Well,Industrial,ROCKER B RANCH,Irion,"28 MILES WEST OF MERTZON TX, BARNHART,",31.44,-101.213056,44-39-4,1/3/2011,1/3/2011,2011,300,Courtney Woehl,WOEHL DRILLING #2,4900,
254760,New Well,Industrial,ROCKER B RANCH,Irion,"28 MILES WEST OF MERTZON TX, BARNHART,",31.44,-101.213056,44-39-4,10/15/2010,10/15/2010,2010,440,Courtney Woehl,WOEHL DRILLING #2,4900,
254759,New Well,Industrial,ROCKER B RANCH,Irion,"28 MILES WEST OF MERTZON TX, BARNHART,",31.406945,-101.190556,44-39-8,8/9/2010,8/9/2010,2010,400,Courtney Woehl,WOEHL DRILLING #2,4900,
254757,New Well,Industrial,ROCKER B RANCH,Irion,"28 MILES WEST OF MERTZON TX, BARNHART,",31.406389,-101.22,44-39-7,8/5/2010,8/5/2010,2010,390,Courtney Woehl,WOEHL DRILLING #2,4900,
252261,New Well,Industrial,EOG RESOURCES,Irion,"MEYER RANCH, BARNHART,",31.150001,-101.186111,44-55-8,3/29/2011,3/29/2011,2011,560,Courtney Woehl,WOEHL DRILLING #  2,4900,
252260,New Well,Industrial,EOG RESOURCES,Irion,"UNIVERSITY RANCH, BARNHART,",31.080278,-101.169444,44-63-5,3/28/2011,3/28/2011,2011,560,Courtney Woehl,WOEHL DRILLING #  2,4900,
245881,New Well,Industrial,EOG RESOURCES,Irion,"1 1/4 MILE SOUTH OF BARNHART, BARNHART,",31.106389,-101.160834,44-63-3,2/7/2011,2/7/2011,2011,540,Courtney Woehl,WOEHL DRILLING # 2,4900,
245880,New Well,Industrial,EOG RESOURCES,Irion,"1 MILE SOUTH OF BARNHART, BARNHART,",31.113056,-101.160556,44-63-3,1/30/2011,1/30/2011,2011,540,Courtney Woehl,WOEHL DRILLING # 2,4900,
242185,New Well,Industrial,EOG,Irion,"15 MILES NORTH OF BARNHART, BARNHART,",31.360556,-101.126944,44-47-3,1/16/2011,1/16/2011,2011,440,Courtney Woehl,WOEHL DRILLING #  2,4900,
242184,New Well,Industrial,EOG,Irion,"15 MILES NORTH OF BARNHART, BARNHART,",31.362223,-101.133889,44-47-3,1/14/2011,1/14/2011,2011,440,Courtney Woehl,WOEHL DRILLING #  2,4900,
234504,New Well,Industrial,EOG RESOURCES,Irion,"2 MILES WEST OF BARNHART, TX, BARNHART,",31.123333,-101.233334,44-63-1,10/27/2010,10/27/2010,2010,520,Courtney Woehl,WOEHL DRILLING # 2,4900,
234503,New Well,Industrial,EOG RESOURCES,Irion,"2 MILES WEST OF BARNHART, TX, BARNHART,",31.129722,-101.231389,44-55-7,10/25/2010,10/25/2010,2010,540,Courtney Woehl,WOEHL DRILLING # 2,4900,
234230,New Well,Industrial,EOG RESOURCES,Irion,"2 MILES WEST OF BARNHART, BARNHART,",31.124722,-101.214167,44-63-1,10/13/2010,10/13/2010,2010,540,Courtney Woehl,WOEHL DRILLING #2,4900,
234229,New Well,Industrial,SAMSON,Irion,"9 MILES WEST OF MERTZON, TX OFF HWY 2469, MERTZON, 76941",31.309723,-100.942222,43-41-5,10/6/2010,10/6/2010,2010,300,Courtney Woehl,WOEHL DRILLING #2,4900,
234228,New Well,Industrial,SAMSON,Irion,"10 MILES WEST OF MERTZON, TX OFF HWY 2469, MERTZON, 76941",31.325278,-100.944167,43-41-5,10/5/2010,10/5/2010,2010,280,Courtney Woehl,WOEHL DRILLING #2,4900,
230049,New Well,Industrial,TERRELL SHEEN,Irion,"15 MILES NORTHWEST OF MERTZON, TX, MERTZON, 76941",31.428611,-100.999445,43-33-4,9/14/2010,9/14/2010,2010,200,Courtney Woehl,WOEHL DRILLING,4900,
535766,New Well,Industrial,Swinerton Renewable Energy,Andrews,"GPS, Andrews, 79714",32.318611,-102.870278,27-42-4,1/15/2020,1/15/2020,2020,62,Brandon Eggleston,Diversified Drilling and Pump Service,59437,
535764,New Well,Industrial,Swinerton Renewable Energy,Andrews,"GPS, Andrews, 79714",32.318333,-102.871111,27-42-4,1/15/2020,1/15/2020,2020,64,Brandon Eggleston,Diversified Drilling and Pump Service,59437,
535762,New Well,Industrial,Swinerton Renewable Energy,Andrews,"GPS, Andrews, 79714",32.312222,-102.891667,27-41-6,1/14/2020,1/14/2020,2020,72,Brandon Eggleston,Diversified Drilling and Pump Service,59437,
535760,New Well,Industrial,Swinerton Renewable Energy,Andrews,"GPS, Andrews, 79714",32.312222,-102.892778,27-41-6,1/14/2020,1/14/2020,2020,65,Brandon Eggleston,Diversified Drilling and Pump Service,59437,
535748,New Well,Industrial,Swinerton Renewable Energy,Andrews,"32.18.08, 102.51.46 Please see GPS Coordinates, Andrews, 79714",32.302222,-102.862778,27-42-4,1/13/2020,1/13/2020,2020,72,Brandon Eggleston,Diversified Drilling and Pump Service,59437,
496218,New Well,Industrial,TEXLAND-GREATPLAINS,Andrews,"Box 182 11 miles N &4 MILES E OF Andrews, Andrews, 79714",32.2858,-102.3218,27-46-8,8/17/2018,10/3/2018,2018,215,Ricky Dan Baccus,Baccus Drilling Co.,3144,
496215,New Well,Industrial,TEXLAND-GREATPLAINS,Andrews,"Box 182 16 miles SW OF Seminole, Andrews, 79714",32.3033,-102.4537,27-45-5,10/26/2018,11/8/2018,2018,192,Ricky Dan Baccus,Baccus Drilling Co.,3144,
